사업장명,시도명,시군구명,소재지도로명주소,소재지지번주소,위도,경도,사업장면적,전화번호,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
효정에프앤비효정카페,경기도,가평군,"경기도 가평군 설악면 미사리로 267-39, 1층",경기도 가평군 설악면 송산리 445-2,37.693723,127.519952,379.99,031-589-7517,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
넥스트PC방,경기도,가평군,"경기도 가평군 가평읍 오리나무길 29-9, 1층","경기도 가평군 가평읍 대곡리 230-3 외 2필지, 1층",37.825038,127.514124,6.47,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
블루빈스커피청평점,경기도,가평군,"경기도 가평군 청평면 청평중앙로 60, 1층",경기도 가평군 청평면 청평리 432-18,37.738449,127.420950,84,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
이디야커피 가평설악중앙점,경기도,가평군,"경기도 가평군 설악면 신천중앙로 118, 103호",경기도 가평군 설악면 신천리 435-14,37.678059,127.490928,80.78,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
놀숲 가평현리점,경기도,가평군,"경기도 가평군 조종면 현창로 28-5, 2층",경기도 가평군 조종면 현리 410-42,37.817597,127.349366,43,031-585-5777,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
퍼스트파티오,경기도,가평군,"경기도 가평군 가평읍 문화로 1, 1층",경기도 가평군 가평읍 달전리 429-10 1층,37.814871,127.514100,298.22,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
33 떡볶이 가평점,경기도,가평군,"경기도 가평군 가평읍 가화로 122, 1층",경기도 가평군 가평읍 읍내리 471-2 1층,37.830563,127.513671,32,031-582-3352,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
가나커피,경기도,가평군,"경기도 가평군 청평면 강변로 45-26, 1층",경기도 가평군 청평면 청평리 79-95,37.735149,127.418070,103.5,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
하늘소리,경기도,가평군,"경기도 가평군 북면 가화로 2089-241, 1층",경기도 가평군 북면 도대리 249-3,37.934672,127.477024,58.34,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
씨유현리희망로점,경기도,가평군,"경기도 가평군 조종면 조종희망로 5, 1층",경기도 가평군 조종면 현리 412-7 1층,37.818354,127.349080,10,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
까끼토끼놀이터,경기도,가평군,"경기도 가평군 가평읍 경춘로 1983-12, 1층",경기도 가평군 가평읍 하색리 245-5 1층,37.810456,127.497330,52.59,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
운악산카페,경기도,가평군,"경기도 가평군 조종면 현등사길 38, 1층",경기도 가평군 조종면 운악리 425-15 운악산 주막골,37.865209,127.346165,94.64,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
마크빈 제빵소,경기도,가평군,"경기도 가평군 가평읍 석봉로 116, 2층",경기도 가평군 가평읍 대곡리 248-7 2층,37.825588,127.512533,75.17,031-581-1710,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
이마트24 뮤직빌리지점,경기도,가평군,"경기도 가평군 가평읍 석봉로 73-1, 1층",경기도 가평군 가평읍 대곡리 145-4 1층,37.821938,127.512544,5.86,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
1939 시네마 매점,경기도,가평군,"경기도 가평군 가평읍 석봉로 100, 뮤직센터동주건축물제1동 1층",경기도 가평군 가평읍 대곡리 148-3,37.823693,127.513357,7.82,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
이마트24 가평가화로점,경기도,가평군,"경기도 가평군 가평읍 가화로 228, 1층",경기도 가평군 가평읍 읍내리 764-1,37.838712,127.507387,5,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
스마일명품찹쌀꽈배기,경기도,가평군,"경기도 가평군 가평읍 가화로 144, 1층",경기도 가평군 가평읍 읍내리 267-4 1층,37.832348,127.512216,49.35,031-582-6232,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
나무아래오후N,경기도,가평군,"경기도 가평군 상면 수목원로 204, 수목원로202 1층",경기도 가평군 상면 행현리 458,37.760657,127.361493,314.85,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
지에스(GS)25 가평파란채점,경기도,가평군,"경기도 가평군 가평읍 가화로 225, 1층 103호",경기도 가평군 가평읍 읍내리 767 1층 103호,37.838234,127.507194,3.3,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
라틴정원,경기도,가평군,"경기도 가평군 가평읍 상지로 949, 2층",경기도 가평군 가평읍 복장리 580-3 2층,37.740522,127.499932,54.28,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
세븐일레븐가평도대리점,경기도,가평군,"경기도 가평군 북면 가화로 2463, 1층",경기도 가평군 북면 도대리 399-1 1층,37.959772,127.471974,3.24,031-582-3130,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
커피먹는 호랑이,경기도,가평군,"경기도 가평군 설악면 신천중앙로 18, 3동 1,2층","경기도 가평군 설악면 신천리 346-3 외1필지(346-7), 3동 1,2층",37.671218,127.490305,79.18,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
에스티커피,충청북도,충주시,충청북도 충주시 연수로 77 (연수동),,36.99146358,127.937293,73,,충청북도 충주시청,043-850-3472,2025-12-01,4390000,충청북도 충주시
GS25가평대로점,경기도,가평군,"경기도 가평군 가평읍 가화로 160, A동 1층 101호 (정명빌라)",경기도 가평군 가평읍 읍내리 626-13 정명빌라 A동 1층 101호,37.833619,127.511683,9.84,031-581-6555,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
한카페,경기도,가평군,"경기도 가평군 가평읍 문화로 187, 한석봉 도서관 1층",경기도 가평군 가평읍 읍내리 579-15 한석봉 도서관 1층,37.829681,127.506455,22,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
롯데리아 설악점,경기도,가평군,"경기도 가평군 설악면 신천중앙로 98, 1층",경기도 가평군 설악면 신천리 409-4,37.677239,127.492924,97.8,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
씨유현리청군로점,경기도,가평군,"경기도 가평군 조종면 청군로 1185, 1층",경기도 가평군 조종면 현리 477-266 1층,37.811083,127.351560,16.5,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
유혹다방,경기도,가평군,"경기도 가평군 조종면 조종새싹로4번길 11, 2층",경기도 가평군 조종면 현리 264-6,37.819057,127.349442,83.61,031-585-8889,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
배스킨라빈스청평점,경기도,가평군,경기도 가평군 청평면 청평중앙로 70,경기도 가평군 청평면 청평리 314-5,37.739171,127.421698,69.06,031-584-7502,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
윤다방,경기도,가평군,"경기도 가평군 조종면 조종희망로5번길 21, 윤다방",경기도 가평군 조종면 현리 262-9 윤다방,37.820013,127.349724,70.56,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
진다방,경기도,가평군,"경기도 가평군 조종면 조종희망로5번길 24, 1층",경기도 가평군 조종면 현리 262-1 1층,37.820040,127.349929,67.61,031-585-2288,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
리버52로드,경기도,가평군,"경기도 가평군 가평읍 북한강변로 52, 3,4층","경기도 가평군 가평읍 산유리 16-1 3,4층",37.745613,127.516879,144.17,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
세븐일레븐가평남이옥점,경기도,가평군,"경기도 가평군 가평읍 문화로 264, 1층",경기도 가평군 가평읍 읍내리 786-2 1층,37.836404,127.506126,6,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
힐링,경기도,가평군,,경기도 가평군 가평읍 달전리 25-2 자라섬(서도),37.817822,127.527379,10,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
카페75,경기도,가평군,"경기도 가평군 상면 수목원로 58, B동 1층",경기도 가평군 상면 행현리 949-6,37.769283,127.369606,21,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
오륜빌리지 카페,경기도,가평군,"경기도 가평군 가평읍 호반로 2424-22, A동 1층",경기도 가평군 가평읍 달전리 540-1 1층 A동,37.804995,127.516466,87,031-582-5111,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
수고했어 오늘도,경기도,가평군,"경기도 가평군 가평읍 자라섬로 60, 자라섬안내소",경기도 가평군 가평읍 대곡리 27-14 자라섬안내소,37.820873,127.520998,10,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
미스터박 베이커리 카페,경기도,가평군,"경기도 가평군 설악면 유명로 1674, 주2동 1층","경기도 가평군 설악면 신천리 562 외2필지(563,563-2)",37.678491,127.485031,161.9,031-584-8408,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
느리게걷기,경기도,가평군,"경기도 가평군 가평읍 경반안로 205, 1층","경기도 가평군 가평읍 경반리 520-1 외 1필지, 1층",37.829400,127.483432,52.82,031-581-1232,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
카페 짚 (CAFE ZIP),경기도,가평군,"경기도 가평군 가평읍 경반안로 417-11, B동",경기도 가평군 가평읍 경반리 산 151 B동,37.834114,127.467641,35.2,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
우주라이크커피,경기도,가평군,"경기도 가평군 가평읍 석봉로 199, 1층",경기도 가평군 가평읍 읍내리 613-3,37.832781,127.509694,49.68,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
그냥 카페(그냥 cafe),경기도,가평군,"경기도 가평군 청평면 여울길 5, 1층",경기도 가평군 청평면 청평리 394-2 1층,37.738531,127.421744,63.17,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
농부들의카페장터,경기도,가평군,"경기도 가평군 설악면 유명로 891, 1층",경기도 가평군 설악면 방일리 228-1 외 3필지 1층,37.623147,127.494682,84.6,031-584-8838,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
투에이,경기도,가평군,"경기도 가평군 가평읍 가화로 498, B,D동 각 1층","경기도 가평군 가평읍 마장리 340 외 1필지(340-2), B,D동 각 1층",37.857731,127.515242,59.95,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
세븐일레븐 가평목동점,경기도,가평군,"경기도 가평군 북면 화악산로11번길 12, 101호",경기도 가평군 북면 목동리 898-8 101호,37.887237,127.548924,2.72,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
브레드평강,경기도,가평군,"경기도 가평군 설악면 한서로 87, 2층",경기도 가평군 설악면 창의리 447-1 2층,37.674193,127.502234,65.07,031-585-1898,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
킹토스트&퀸라이스,경기도,가평군,"경기도 가평군 가평읍 석봉로 123, 1층",경기도 가평군 가평읍 대곡리 261-10 1층,37.826246,127.511738,49.5,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
이디야커피 가평설악점,경기도,가평군,"경기도 가평군 설악면 유명로 1600, 1층 102호",경기도 가평군 설악면 신천리 669-6 1층 102호,37.672525,127.487799,72.9,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
개가 사는 그집,경기도,가평군,"경기도 가평군 가평읍 복장포길 85, 2층",경기도 가평군 가평읍 복장리 253-4 2층,37.739233,127.504699,91.23,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
이마트24 가평리버점,경기도,가평군,"경기도 가평군 설악면 유명로 2320, C동 4층",경기도 가평군 설악면 회곡리 447-8 C동 4층,37.708225,127.448970,6,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
카페356(cafe356),경기도,가평군,"경기도 가평군 설악면 자잠로23번길 27-24, 2동",경기도 가평군 설악면 선촌리 356-3,37.680005,127.485835,17.6,031-584-7437,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
옛다방,경기도,가평군,"경기도 가평군 청평면 청평중앙로 45, 2층",경기도 가평군 청평면 청평리 465-40,37.737863,127.419486,58.32,031-584-7773,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
메가엠지씨커피 가평현리점,경기도,가평군,"경기도 가평군 조종면 현창로38번길 7, 1층",경기도 가평군 조종면 현리 265-14 태양전기,37.818858,127.348647,46.49,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
메가엠지씨커피 청평점,경기도,가평군,"경기도 가평군 청평면 청평중앙로 55, 1층",경기도 가평군 청평면 청평리 465-4,37.738404,127.420337,109.03,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
엠스조이,경기도,가평군,"경기도 가평군 상면 수목원로 427, 2층 1호",경기도 가평군 상면 행현리 622-4,37.744324,127.352874,27,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
언니네가게,경기도,가평군,"경기도 가평군 상면 수목원로 427, 2층",경기도 가평군 상면 행현리 622-4,37.744324,127.352874,45,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
효정에프앤비3층,경기도,가평군,"경기도 가평군 설악면 미사리로 267-39, 3층",경기도 가평군 설악면 송산리 445-2,37.693723,127.519952,383.48,031-589-7517,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
세븐일레븐아침고요수목원점,경기도,가평군,경기도 가평군 상면 수목원로 22 (세븐일레븐 편의점 내) 1층,"경기도 가평군 상면 임초리 431-14 1층 , (세븐일레븐 편의점 내)",37.771836,127.371328,4.5,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
세븐일레븐가평두밀리점,경기도,가평군,"경기도 가평군 가평읍 태봉두밀로 412, B동 1층","경기도 가평군 가평읍 두밀리 28-1 ,1층 B동",37.816478,127.457053,6.6,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
이디야 가평대성점,경기도,가평군,"경기도 가평군 청평면 경춘로 530, B동 1층","경기도 가평군 청평면 대성리 56-6 외 2필지, B동 1층",37.718205,127.402212,67.64,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
카페테라,경기도,가평군,"경기도 가평군 가평읍 상지로 695, 주3동",경기도 가평군 가평읍 산유리 728-10 주3동,37.751176,127.495675,36,031-582-8789,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
마루534,경기도,가평군,"경기도 가평군 설악면 한서로 534, 1층",경기도 가평군 설악면 위곡리 7-2,37.661882,127.542778,169.33,031-521-6502,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
쥬씨(가평 현리점),경기도,가평군,경기도 가평군 조종면 현창로 26,경기도 가평군 조종면 현리 410-44,37.817164,127.349128,20.77,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
아리수다방,경기도,가평군,"경기도 가평군 청평면 잠곡로 16-1, 1층",경기도 가평군 청평면 청평리 413-12,37.736827,127.420543,64,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
어반플레이스,경기도,가평군,경기도 가평군 청평면 남이터길 27,경기도 가평군 청평면 대성리 420-3,37.687263,127.370748,13.92,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
세븐일레븐청평스마트점,경기도,가평군,경기도 가평군 청평면 경춘로 660,경기도 가평군 청평면 청평리 701-16,37.728004,127.409840,9.93,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
커피앤카피(coffee&copy),경기도,가평군,"경기도 가평군 가평읍 신용길 3, 1층","경기도 가평군 가평읍 읍내리 362-7 ,1층",37.826435,127.515818,42,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
GS25가평조종점,경기도,가평군,"경기도 가평군 조종면 현창로 25, 1층","경기도 가평군 조종면 현리 410-18 외 7필지, 1층",37.817064,127.348503,3.9,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
파스텔까페,경기도,가평군,"경기도 가평군 북면 꽃넘이길 55, 가동 1층","경기도 가평군 북면 제령리 534-3 , 가동 1층",37.896708,127.525876,81,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
까페1229,경기도,가평군,"경기도 가평군 청평면 강변로 45-7, 1층",경기도 가평군 청평면 청평리 80-7,37.734292,127.417277,8.64,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
PANERING(파네링),경기도,가평군,"경기도 가평군 가평읍 문화로 13-42, 가설건축물동 1층",경기도 가평군 가평읍 달전리 567 외 5필지(가설건축물),37.814277,127.510986,48.03,070-7092-7315,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
배스킨라빈스,경기도,가평군,경기도 가평군 조종면 조종희망로 14,경기도 가평군 조종면 현리 410-25,37.818184,127.350251,76.84,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
자카란다,경기도,가평군,"경기도 가평군 상면 수목원로 311, 1층",경기도 가평군 상면 행현리 600,37.751444,127.359796,154.5,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
가평 애견동반 카페 아웃팅,경기도,가평군,"경기도 가평군 상면 수목원로 135, 1층",경기도 가평군 상면 행현리 369-2 1층,37.765275,127.363630,132.23,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
히든플랜트,경기도,가평군,"경기도 가평군 청평면 경춘로 40, 1,2층",경기도 가평군 청평면 대성리 610,37.679645,127.377656,172,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
집빵과커피따숨,경기도,가평군,"경기도 가평군 북면 화악산로11번길 8, 2층","경기도 가평군 북면 목동리 897 , 896-1(2층)",37.887030,127.549129,91.81,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
미궁카페,경기도,가평군,"경기도 가평군 북면 가화로 1858-13, 사동 1층","경기도 가평군 북면 도대리 64-1 ,64-7(사동 1층)",37.919685,127.496223,259,031-589-7600,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
커피의 꿈,경기도,가평군,경기도 가평군 조종면 조종희망로26번길 16,경기도 가평군 조종면 현리 420-48,37.818412,127.352204,21,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
세븐일레븐(가평설악방주점),경기도,가평군,경기도 가평군 설악면 유명로 1641-5,경기도 가평군 설악면 신천리 601,37.675391,127.485780,2,031-585-7625,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
(주)더시크릿,경기도,가평군,"경기도 가평군 가평읍 북한강변로 137-33, 1층","경기도 가평군 가평읍 금대리 574-35 , 1층",37.746928,127.522952,32.76,031-582-8420,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
애프터눈 가든,경기도,가평군,경기도 가평군 상면 둔덕말길 13-120,경기도 가평군 상면 상동리 187-3,37.792891,127.316784,226.29,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
화이트큐브24,경기도,가평군,"경기도 가평군 설악면 자잠로282번길 72-115, 2층",경기도 가평군 설악면 사룡리 9-65 2층,37.699097,127.501917,42.62,031-584-6932,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
투빅버거청평점,경기도,가평군,경기도 가평군 청평면 청평중앙로 53,경기도 가평군 청평면 청평리 465-29,37.738260,127.420133,25.67,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
대성에너지 GS경춘대성점,경기도,가평군,"경기도 가평군 청평면 경춘로 30, 3동 1층",경기도 가평군 청평면 대성리 621-4 3동 1층,37.678672,127.377375,3.1,031-585-2370,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
명다방,경기도,가평군,"경기도 가평군 가평읍 오리나무길 15-1, 1층",경기도 가평군 가평읍 대곡리 239-20 1층,37.826102,127.514295,41.04,031-582-3776,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
카페해후,경기도,가평군,"경기도 가평군 청평면 안대성길 26-1, 주1동 1층","경기도 가평군 청평면 대성리 356-10 주1동, 1층",37.696791,127.380249,106.78,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
이삭,경기도,가평군,"경기도 가평군 가평읍 가화로 99, 1층",경기도 가평군 가평읍 읍내리 476-23,37.828643,127.514079,52.18,031-582-7775,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
이마트24R가평상천휴게소점,경기도,가평군,경기도 가평군 청평면 경춘로 1551,경기도 가평군 청평면 상천리 142-1,37.787367,127.462896,37,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
점프노리,경기도,가평군,경기도 가평군 가평읍 오리나무길 20 (제1동 1층),"경기도 가평군 가평읍 대곡리 240-9 , 238-8 제1동 1층",37.825750,127.513727,71.48,031-581-5995,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
오롯이 꽃,경기도,가평군,"경기도 가평군 설악면 한서로124번길 16-14, 2층",경기도 가평군 설악면 창의리 420-25 2층,37.671047,127.503606,88,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
마스타커피,경기도,가평군,"경기도 가평군 가평읍 북한강변로 1037, 3동 1층",경기도 가평군 가평읍 달전리 110-1 외 1필지 3동 1층,37.805514,127.525003,170.9,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
EKLIM(이클림),경기도,가평군,"경기도 가평군 설악면 자잠로 101, 1층",경기도 가평군 설악면 선촌리 40-14,37.685748,127.492696,52.72,031-585-7040,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
투썸플레이스가평점,경기도,가평군,"경기도 가평군 가평읍 오리나무길 2-1, 1층",경기도 가평군 가평읍 읍내리 349-14 1층,37.827364,127.514341,213.75,031-582-1313,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
CU청평경춘로점,경기도,가평군,경기도 가평군 청평면 경춘로 93,경기도 가평군 청평면 대성리 399-124,37.684576,127.378408,15.12,031-584-6662,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
카페제이씨리오,경기도,가평군,경기도 가평군 청평면 호반로 558,경기도 가평군 청평면 호명리 262-1,37.716611,127.458461,65.46,031-584-7614,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
롯데리아 가평(현리점),경기도,가평군,경기도 가평군 조종면 현창로38번길 2-1,경기도 가평군 조종면 현리 409-11,37.818344,127.348830,86,031-585-3353,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
가평(춘천방향) 휴게소 만쥬리아,경기도,가평군,경기도 가평군 설악면 미사리로540번길 51,경기도 가평군 설악면 미사리 149-4,37.701936,127.546795,9.2,031-584-1426,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
가평(서울방향) 휴게소 만쥬리아,경기도,가평군,경기도 가평군 설악면 미사리로 544,경기도 가평군 설악면 미사리 145-3,37.701739,127.543471,9.2,031-584-1425,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
브로어스101,경기도,가평군,"경기도 가평군 가평읍 가화로 48, 1층",경기도 가평군 가평읍 대곡리 189-1 1층,37.824254,127.515817,106.73,070-4157-2907,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
롯데리아청평D/T점,경기도,가평군,"경기도 가평군 청평면 톳골길 3, C동 1,2층","경기도 가평군 청평면 청평리 312-9 외 5필지, C동 1,2층",37.740072,127.420982,276.85,031-584-9292,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
세븐일레븐 청평나루점,경기도,가평군,경기도 가평군 청평면 강변나루로 4,경기도 가평군 청평면 청평리 640-1,37.732962,127.411127,30,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
앵두,경기도,가평군,"경기도 가평군 조종면 조종희망로 41, 지하1층",경기도 가평군 조종면 현리 278-1 지하1층,37.820419,127.350144,65.58,031-584-3441,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
이디야커피청평점,경기도,가평군,"경기도 가평군 청평면 청평중앙로 57, 1층",경기도 가평군 청평면 청평리 465-18 1층,37.738512,127.420598,77.03,031-584-8177,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
(주)클럽에스프레소,경기도,가평군,"경기도 가평군 설악면 유명로 1691-14, A동 1층",경기도 가평군 설악면 선촌리 375-5 A동 1층,37.677328,127.483817,243,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
이디야커피,경기도,가평군,"경기도 가평군 조종면 조종희망로 14, 1층",경기도 가평군 조종면 현리 410-25 1층,37.818184,127.350251,125.39,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
까페다들,경기도,가평군,"경기도 가평군 가평읍 석봉로 123, 1층","경기도 가평군 가평읍 대곡리 261-10 외 3필지, 1층",37.826246,127.511738,49.5,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
카페앤(cafe Anne),경기도,가평군,"경기도 가평군 청평면 경춘로 1234, A동",경기도 가평군 청평면 상천리 1134 외 1필지 A동,37.767045,127.447578,20.79,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
보보,경기도,가평군,"경기도 가평군 상면 왕대벌길 113-83, 2동","경기도 가평군 상면 임초리 123 ,2동",37.764296,127.375644,64,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
아삭분식,경기도,가평군,"경기도 가평군 가평읍 석봉로 167, A동 1층","경기도 가평군 가평읍 읍내리 494-10 외 2필지, A동 1층",37.830194,127.510523,90,031-582-5478,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
나영다방,경기도,가평군,경기도 가평군 청평면 여울길 14,경기도 가평군 청평면 청평리 432-20,37.738251,127.420984,101.53,031-584-9879,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
씨유(CU)가평군청점,경기도,가평군,경기도 가평군 가평읍 석봉로 175,경기도 가평군 가평읍 읍내리 495-30,37.830591,127.510341,2.6,031-581-7570,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
dcafe,경기도,가평군,경기도 가평군 가평읍 호반로 1717,경기도 가평군 가평읍 산유리 106-10,37.748399,127.512816,67.2,031-581-0731,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
비앤씨,경기도,가평군,"경기도 가평군 북면 화악산로 729-53, 1층",경기도 가평군 북면 화악리 702-12 1층,37.932489,127.554838,226.25,,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
가평(서울방향)휴게소 던킨,경기도,가평군,경기도 가평군 설악면 미사리로 544,경기도 가평군 설악면 미사리 145,37.701739,127.543471,29.72,031-584-1425,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
가평(춘천방향)휴게소 던킨,경기도,가평군,경기도 가평군 설악면 미사리로540번길 51,경기도 가평군 설악면 미사리 149,37.701936,127.546795,29.72,031-584-1426,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
럼프,경기도,가평군,"경기도 가평군 청평면 경춘로 239, 2동 1~2층","경기도 가평군 청평면 대성리 332-20 외3필지 (1,2층)",37.697183,127.383730,181.43,031-584-6863,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
GS25 대성리점,경기도,가평군,경기도 가평군 청평면 경춘로 89,경기도 가평군 청평면 대성리 399-25,37.683855,127.378251,16.3,031-584-2370,경기도 가평군청,031-580-2230,2026-01-14,4160000,경기도 가평군
